A1,A
SUDSUDANESESCH1,südsudanesesch
SUDSUDANESIN1,Südsudanesin
SUEDEL1,Suedel
SUEDELEN1,suedelen
SUEL1,Suel
SUERG1,Suerg
SUERGEN1,suergen
SUESSEM1,Suessem
SUEWELBUER1,Suewelbuer
SUFFISANT1,süffisant
SUGGEREIEREN1,suggeréieren
SUGGESTIOUN1,Suggestioun
SUGGESTIV1,suggestiv
SUICIDE1,Suicide
SUISSE1,Suisse
SUITE1,Suite
SUIVEIEREN1,suivéieren
SUIVI1,Suivi
SUJET1,Sujet
SULTAN1,Sultan
SUMMEN1,summen
SUMMER1,Summer
SUMMERDAG1,Summerdag
SUMMERFEST1,Summerfest
SUMMERGEZEI1,Summergezei
SUMMERINT1,Summerint
SUMMERKLEEDER1,Summerkleeder
SUMMERKOLLEKTIOUN1,Summerkollektioun
SUMMERKUCH1,Summerkuch
SUMMERLECH1,summerlech
SUMMERMOUNT1,Summermount
SUMMERSPILLER1,Summerspiller
SUMMERVAKANZ1,Summervakanz
SUMMERWEE1,Summerwee
SUMMERZAIT1,Summerzäit
SUMPFSPETZMAUS1,Sumpfspëtzmaus
SUNNIT1,Sunnit
SUNNITTENTUM1,Sunnittentum
SUNNITTESCH1,sunnittesch
SUNNITTIN1,Sunnittin
SUPER1,super
SUPERLATIV1,Superlativ
SUPERMARCHE1,Supermarché
SUPP1,Supp
SUPP2,Supp
SUPP3,Supp
SUPPEG1,suppeg
SUPPEJAIZERT1,Suppejäizert
SUPPLEANT1,Suppleant
SUPPLEANTE1,Suppleante
SUPPLEMENT1,Supplement
SUPPORTER1,Supporter
SUPPORTERIN1,Supporterin
SUPPOSEIEREN1,supposéieren
SUPPOSEIERT1,supposéiert
SUPPOSITIOUN1,Suppositioun
SUPPRIMEIEREN1,suppriméieren
SURFACE1,Surface
SURFEN1,surfen
SURINAM1,Surinam
SURINAMER1,Surinamer
SURINAMERIN1,Surinamerin
SURINAMESCH1,surinamesch
SURPRISE1,Surprise
SURREALISTESCH1,surrealistesch
SURVEILLANCE1,Surveillance
SURVEILLANT1,Surveillant
SURVEILLANTE1,Surveillante
SURVEILLEIEREN1,surveilléieren
SUSPEKT1,suspekt
SUSPENDEIEREN1,suspendéieren
SUSPENDEIERUNG1,Suspendéierung
SUSPENSIOUN1,Suspensioun
SUUFTGEN1,Suuftgen
SWASILAND1,Swasiland
SWASILANNER1,Swasilänner
SWASILANNERIN1,Swasilännerin
SWASILANNESCH1,swasilännesch
SYLVANER1,Sylvaner
SYLVESTER1,Sylvester
SYMBOL1,Symbol
SYMBOLESCH1,symbolesch
SYMBOLISEIEREN1,symboliséieren
SYMMETRESCH1,symmetresch
SYMMETRIE1,Symmetrie
SYMPATHESCH1,sympathesch
SYMPATHIE1,Sympathie
SYMPATHISANT1,Sympathisant
SYMPATHISANTIN1,Sympathisantin
SYMPATHISEIEREN1,sympathiséieren
SYMPHONESCH1,symphonesch
SYMPHONIE1,Symphonie
SYMPHONIEORCHESTER1,Symphonieorchester
SYMPTOM1,Symptom
SYMPTOMATESCH1,symptomatesch
SYNAGOG1,Synagog
SYNCHRON1,synchron
SYNCHRONISATIOUN1,Synchronisatioun
SYNCHRONISEIEREN1,synchroniséieren
SYNDICAT1,Syndicat
SYNDIKAT1,Syndikat
SYNDROM1,Syndrom
SYNONYM1,Synonym
SYNTAX1,Syntax
SYNTAXANALYS1,Syntaxanalys
SYNTAXANALYSE1,Syntaxanalyse
SYNTHEES1,Synthees
SYNTHEETESCH1,syntheetesch
SYNTHESIZER1,Synthesizer
SYNTHETIK1,Synthetik
SYPHILIS1,Syphilis
SYRER1,Syrer
SYRERIN1,Syrerin
SYRESCH1,syresch
SYRIEN1,Syrien
SYSTEM1,System
SYSTEMATESCH1,systematesch
SYSTEMATIK1,Systematik
SYSTEMATISEIEREN1,systematiséieren
SYSTEMWAIT1,systemwäit
TAART1,Taart
TAARTENDEEG1,Taartendeeg
TAARTESCHEPP1,Taarteschëpp
TAASCHTEN1,taaschten
TAASCHTSENN1,Taaschtsënn
TAASS1,Taass
TABELL1,Tabell
TABERNAKEL1,Tabernakel
TABLEAU1,Tableau
TABLERONDE1,Table_ronde
TABLET1,Tablet
TABLETT1,Tablett
TABLETTE1,Tablette
TABOURET1,Tabouret
TABU1,Tabu
TABU2,tabu
TABUISEIEREN1,tabuiséieren
TABUTHEMA1,Tabuthema
TACHE1,Tâche
TACHO1,Tacho
TACHTELEN1,tachtelen
TADELLOS1,tadellos
TADJIK1,Tadjik
TADJIKESCH1,tadjikesch
TADJIKIN1,Tadjikin
TADJIKISTAN1,Tadjikistan
TAERTCHEN1,Täertchen
TAFEL1,Tafel
TAFELINT1,Tafelint
TAFELUNG1,Täfelung
TAGEBUCH1,Tagebuch
TAIGAMOUERGANS1,Taigamouergäns
TAILLE1,Taille
TAILLEIERT1,tailléiert
TAILLEUR1,Tailleur
TAISSEL1,Täissel
TAK1,Tak
TAKESCHAF1,Takeschaf
TAKESCHESSER1,Takeschësser
TAKT1,Takt
TAKTEIEREN1,taktéieren
TAKTESCH1,taktesch
TAKTGEFILL1,Taktgefill
TAKTIK1,Taktik
TAKTLOS1,taktlos
TAKTLOSEGKEET1,Taktlosegkeet
TAKTVOLL1,taktvoll
TALENT1,Talent
TALENTEIERT1,talentéiert
TALKSHOW1,Talkshow
TALLEK1,Tallek
TALLEKESCHONG1,Tallekeschong
TALLEKSSCHONG1,Talleksschong
TALLONG1,Tallong
TALON1,Talon
TAMBURIN1,Tamburin
TAMPON1,Tampon
TANDEL1,Tandel
TANGEIEREN1,tangéieren
TANGENTE1,Tangente
TANK1,Tank
TANKEN1,tanken
TANKS1,Tanks
TANKSTELL1,Tankstell
TANSANESCH1,tansanesch
TANSANIA1,Tansania
TANSANIER1,Tansanier
TANSANIERIN1,Tansanierin
TANTAL1,Tantal
TAPEIT1,Tapéit
TAPEZEIEREN1,tapezéieren
TAPIS1,Tapis
TAPISSEIEREN1,tapisséieren
TAPISSEREI1,Tapisserei
TAPISSERIE1,Tapisserie
TAPISSIER1,Tapissier
TAPISSIERE1,Tapissière
TARA1,Tara
TARIF1,Tarif
TARNEN1,tarnen
TARNUNG1,Tarnung
TARTIFLETTE1,Tartiflette
TASCH1,Täsch
TASCHEBUCH1,Täschebuch
TASCHEGELD1,Täschegeld
TASCHELCHEN1,Täschelchen
TASCHELUUCHT1,Täscheluucht
TASCHEMESSER1,Täschemesser
TASCHENDEIF1,Täschendéif
TASCHERECHNER1,Täscherechner
TASSELEN1,tässelen
TAST1,Tast
TASTATUR1,Tastatur
TATBESTAND1,Tatbestand
TATEG1,täteg
TATEGKEET1,Tätegkeet
TATER1,Täter
TATERIN1,Täterin
TATOWEIEREN1,tätowéieren
TATOWEIERUNG1,Tätowéierung
TATSAACH1,Tatsaach
TATSACHLECH1,tatsächlech
TATSACHLECH2,tatsächlech
TATTA1,Tatta
TATTOO1,Tattoo
TAUCHEN1,tauchen
TAUCHER1,Taucher
TAUCHERIN1,Taucherin
TAUSCH1,Tausch
TAUSCHEN1,täuschen
TAUSCHEN2,tauschen
TAUSCHUNG1,Täuschung
TAUX1,Taux
TAX1,Tax
TAXE1,Taxe
TAXEIEREN1,taxéieren
TAXI1,Taxi
TAXICHAUFFER2,Taxichauffer
TAXICHAUFFESCH1,Taxichauffesch
TAXISCHAUFFER1,Taxischauffer
TAXISCHAUFFESCH1,Taxischauffesch
TEAM1,Team
TECHNESCH1,technesch
TECHNETIUM1,Technetium
TECHNIK1,Technik
TECHNIKER1,Techniker
TECHNIKERIN1,Technikerin
TECHNOLOGESCH1,technologesch
TECHNOLOGIE1,Technologie
TECKEN1,técken
TEDDYBIER1,Teddybier
TEENAGER1,Teenager
TEFF1,Tëff
TEI1,Téi
TEIK1,Téik
TEIKROU1,Téikrou
TEILAFFEL1,Téiläffel
TEIMER1,Teimer
TEINEN1,téinen
TEINEN2,téinen
TEINERT1,Téinert
TEINT1,Teint
TEINTEN1,Téinten
TEINUNG1,Téinung
TEITENG1,Téiteng
TEITSCH1,Téitsch
TEITSCHEN1,téitschen
TELECOMMANDE1,Telecommande
TELEE1,Tëlee
TELEESPROGRAMM1,Tëleesprogramm
TELEESSERIE1,Tëleesserie
TELEFON1,Telefon
TELEFONEIEREN1,telefonéieren
TELEFONESCH1,telefonesch
TELEFONSBUCH1,Telefonsbuch
TELEFONSCABINE1,Telefonscabine
TELEFONSGESPREICH1,Telefonsgespréich
TELEFONSKABEL1,Telefonskabel
TELEFONSKABINN1,Telefonskabinn
TELEFONSLEITUNG2,Telefonsleitung
TELEFONSNETZ2,Telefonsnetz
TELEFONSNUMMER1,Telefonsnummer
TELEFONSRESEAU1,Telefonsreseau
TELEFONSVERBINDUNG1,Telefonsverbindung
TELEGRAF1,Telegraf
TELEGRAFEIEREN1,telegraféieren
TELEGRAFESCH1,telegrafesch
TELEGRAMM1,Telegramm
TELEGRAPH1,Telegraph
TELEGRAPHEIEREN1,telegraphéieren
TELEGRAPHESCH1,telegraphesch
TELEKOMMUNIKATIOUN1,Telekommunikatioun
TELEPATHESCH1,telepathesch
TELEPATHIE1,Telepathie
TELESKOP1,Teleskop
TELEVISIOUN1,Televisioun
TELEVISIOUNSPROGRAMM1,Televisiounsprogramm
TELEVISIOUNSSERIE1,Televisiounsserie
TELLER1,Teller
TELLERCHEN1,Tellerchen
TELLUR1,Tellur
TELTEREN1,tëlteren
TEMMINCKSANDLEEFER1,Temmincksandleefer
TEMOIGNAGE1,Temoignage
TEMPCHEN1,Tëmpchen
TEMPEL1,Tempel
TEMPERAMENT1,Temperament
TEMPERAMENTVOLL1,temperamentvoll
TEMPERATUR1,Temperatur
TEMPO1,Tempo
TEMPORAIRE1,temporaire
TENDEIEREN1,tendéieren
TENDENZ1,Tendenz
TENDENZIELL1,tendenziell
TENDINITE1,Tendinite
TENNESSIN1,Tennessin
TENNIS1,Tennis
TENNISCLUB1,Tennisclub
TENNISEQUIPE1,Tennisequipe
TENNISSPILLER1,Tennisspiller
TENNISSPILLERIN1,Tennisspillerin
TENOR1,Tenor
TENORSTEMM1,Tenorstëmm
TENT1,Tënt
TENTEFAASS1,Tëntefaass
TENTEFESCH1,Tëntefësch
TENTEIEREN1,tentéieren
TENTEN1,Tënten
TENTEN2,Tënten
TENTESMILLEN1,Tëntesmillen
TENUE1,Tenue
TEPPECH1,Teppech
TEPPECHHANDLER1,Teppechhändler
TEPPECHHANDLERIN1,Teppechhändlerin
TEPPECHVERKEEFER1,Teppechverkeefer
TEPPECHVERKEEFERIN1,Teppechverkeeferin
TEPPEL1,Tëppel
TEPPELCHEN1,Tëppelchen
TERBIUM1,Terbium
TERM1,Term
TERMAIN1,Termäin
TERME1,Terme
TERMIN1,Termin
TERMINOLOGIE1,Terminologie
TERPETAIN1,Terpetäin
TERRAIN1,Terrain
TERRARIUM1,Terrarium
TERRASS1,Terrass
TERRASSE1,Terrasse
TERRASSENDIER1,Terrassendier
TERRIBEL1,terribel
TERRINE1,Terrine
TERRINN1,Terrinn
TERRITOIRE1,Territoire
TERRITORIAL1,territorial
TERROR1,Terror
TERRORISEIEREN1,terroriséieren
TERRORISMUS1,Terrorismus
TERRORIST1,Terrorist
TERRORISTEMILIEU1,Terroristemilieu
TERRORISTESCH1,terroristesch
TERRORISTIN1,Terroristin
TERRORORGANISATIOUN1,Terrororganisatioun
TESCHEBLUDDUNG1,Tëschebluddung
TESCHEFALL1,Tëschefall
TESCHELAGER1,Tëschelager
TESCHELAGEREN1,tëschelageren
TESCHELANDEN1,tëschelanden
TESCHELANDUNG1,Tëschelandung
TESCHELEISUNG1,Tëscheléisung
TESCHEN1,tëschen
TESCHENDUERCH1,tëschenduerch
TESCHENT1,tëschent
TESCHENTENANER1,tëschentenaner
TESCHENTENEEN1,tëschenteneen
TESCHENZAIT1,Tëschenzäit
TESCHENZAITLECH1,tëschenzäitlech
TESCHT1,tëscht
TEST1,Test
TESTAMENT1,Testament
TESTAMENTARESCH1,testamentaresch
TESTEN2,testen
TESTFRO1,Testfro
TETANUS1,Tetanus
TETELBIERG1,Tëtelbierg
TEXASBOX1,Texasbox
TEXT1,Text
TEXTILIEN1,Textilien
TEXTILINDUSTRIE1,Textilindustrie
TEXTMARKER1,Textmarker
TEXTPASSAGE1,Textpassage
TEXTUELL2,textuell
THAILAND1,Thailand
THAILANNER1,Thailänner
THAILANNERIN1,Thailännerin
THAILANNESCH1,thailännesch
THALLIUM1,Thallium
THEATER1,Theater
THEATERFESTIVAL1,Theaterfestival
THEATEROPFEIERUNG1,Theateropféierung
THEATERPROGRAMM1,Theaterprogramm
THEATERROLL1,Theaterroll
THEATERSTECK1,Theaterstéck
THEATERTRUPP1,Theatertrupp
THEATERVIRSTELLUNG1,Theatervirstellung
THEATRALESCH1,theatralesch
THEATRALIK1,Theatralik
THEES1,Thees
THEINSHAFF1,Theinshaff
THEMA1,Thema
THEMATESCH1,thematesch
THEMATIK1,Thematik
THEMATISEIEREN1,thematiséieren
THEOLOG1,Theolog
THEOLOGESCH1,theologesch
THEOLOGIE1,Theologie
THEOLOGIESSTUDENT1,Theologiesstudent
THEOLOGIESSTUDENTIN1,Theologiesstudentin
THEOLOGIN1,Theologin
THEOREME1,Theorème
THEORETESCH1,theoretesch
THEORETESCH2,theoretesch
THEORETIKER1,Theoretiker
THEORETIKERIN1,Theoretikerin
THEORETISEIEREN1,theoretiséieren
THEORIE1,Theorie
THERAPEIEREN1,therapéieren
THERAPEUT1,Therapeut
THERAPEUTESCH1,therapeutesch
THERAPEUTIN1,Therapeutin
THERAPIE1,Therapie
THERMALBAD1,Thermalbad
THERMALQUELL1,Thermalquell
THERMESCH1,thermesch
THERMIK1,Thermik
THERMOMETER1,Thermometer
THERMOSFLASCH1,Thermosfläsch
THERMOSTAT1,Thermostat
THILLSMILLEN1,Thillsmillen
THON1,Thon
THORA1,Thora
THORIUM1,Thorium
THORSHENGCHEN1,Thorshéngchen
THRILLER1,Thriller
THROMBOS1,Thrombos
THROMBOSE1,Thrombose
THULIUM1,Thulium
THYM1,Thym
THYMIAN1,Thymian
TIBBI1,tibbi
TICK1,Tick
TICKEN1,ticken
TICKET1,Ticket
TIEFKUHLER1,Tiefkühler
TIERCHEN1,Tierchen
TIERK1,Tierk
TIERKEI1,Tierkei
TIERKELEN1,tierkelen
TIERKENDAUF1,Tierkendauf
TIERKESCH1,tierkesch
TIERKIN1,Tierkin
TIERMCHEN1,Tiermchen
TIERMEN1,tiermen
TIESSCHEN1,Tiesschen
TIGER1,Tiger
TIGERIN1,Tigerin
TIITCHEN1,Tiitchen
TIMBER1,Timber
TIMBER2,Timber
TIMBEREKOLLEKTIOUN1,Timberekollektioun
TIMBERESAMMLUNG1,Timberesammlung
TIMEN1,timen
TIMING1,Timing
TIMORES1,Timores
TIMORESESCH1,timoresesch
TIMORESIN1,Timoresin
TIMORLESTE1,Timor-Leste
TINKTUR1,Tinktur
TINNITUS1,Tinnitus
TINTENKILLER1,Tintenkiller
TIPP1,Tipp
TIPP2,Tipp
TIPPEN1,tippen
TIPPEN2,tippen
TIPPFEELER1,Tippfeeler
TIPPFEHLER1,Tippfehler
TIPPTOPP1,tipptopp
TIRANG1,Tirang
TIREBOUCHON1,Tirebouchon
TIRETT1,Tirett
TIRETTE1,Tirette
TIRETTEPRINZIP1,Tiretteprinzip
TIRETTEPRINZIP2,Tirettëprinzip
TISSU1,Tissu
TITAN2,Titan
TITEL1,Titel
TITELBILD1,Titelbild
TITELSAIT1,Titelsäit
TITULAIRE1,Titulaire
TITULAIRE2,Titulaire
TJA1,tja
TJO1,tjo
TOAST1,Toast
TOASTBROUT1,Toastbrout
TOASTEN1,toasten
TOASTER1,Toaster
TOCKEG1,tockeg
TOCKEN1,tocken
TOCKSEG1,tockseg
TOCKSEN1,tocksen
TOCKSERT1,Tocksert
TOCKSKAPP1,Tockskapp
TOCKSKAPPEG1,tockskäppeg
TOGO1,Togo
TOGOER1,Togoer
TOGOERIN1,Togoerin
TOGOESCH1,togoesch
TOGOLES1,Togoles
TOGOLESESCH1,togolesesch
TOGOLESIN1,Togolesin
TOILE1,Toile
TOILECIREE1,Toile_cirée
TOILETTE1,Toilette
TOILETTENDECKEL1,Toilettendeckel
TOILETTENDIER1,Toilettendier
TOILETTEPABEIER1,Toilettëpabeier
TOLERANT1,tolerant
TOLERANZ1,Toleranz
TOLEREIEREN1,toleréieren
TOLLWUT1,Tollwut
TOMAT1,Tomat
TOMATEKONZENTRAT1,Tomatekonzentrat
TOMATENZOOSS1,Tomatenzooss
TOMATENZOPP1,Tomatenzopp
TOMATEPUREE1,Tomatepüree
TOMBOLA1,Tombola
TOMM1,Tomm
TOMM2,Tomm
TOMMEL1,Tommel
TOMMELEN1,tommelen
TOMP1,Tomp
TOMPEN1,tompen
TONGA1,Tonga
TONGAER1,Tongaer
TONGAERIN1,Tongaerin
TONGAESCH1,tongaesch
TONN1,Tonn
TONNE1,Tonne
TONNEN1,tonnen
TONNEWEIS1,tonneweis
TONNEWEIS2,tonnëweis
TOODLER1,Toodler
TOODLERMILLEN1,Toodlermillen
TOPEG1,topeg
TOPEGKEET1,Topegkeet
TOPERT1,Topert
TOPOGRAFESCH1,topografesch
TOPOGRAFIE1,Topografie
TOPOGRAPHESCH1,topographesch
TOPOGRAPHIE1,Topographie
TOPP1,topp
TOPPAKTUELL1,toppaktuell
TOPPEN1,toppen
TOPPFIT1,toppfit
TOPPFORM1,Toppform
TORF1,Torf
TORNADO1,Tornado
TORPEDEIEREN1,torpedéieren
TORPEDO1,Torpedo
TORSCHONG1,Torschong
TORTEKOLLI1,Tortekolli
TORTICOLIS1,Torticolis
TORTIKOLLI1,Tortikolli
TORTUR1,Tortur
TOSCH1,Tosch
TOSSEBIERG1,Tossebierg
TOTAL1,total
TOTAL2,Total
TOTAL3,Total
TOTALITAR1,totalitär
TOTALITARISMUS1,Totalitarismus
TOTALITEIT1,Totalitéit
TOTALSCHUED1,Totalschued
TOUCHE1,Touche
TOUCHEIEREN1,touchéieren
TOUCHER1,Toucher
TOUFEN1,toufen
TOUN1,Toun
TOUNAART1,Tounaart
TOUNBAND1,Tounband
TOUNBAND2,Tounband
TOUNFALL1,Tounfall
TOUNFILM1,Tounfilm
TOUNSTUDIO1,Tounstudio
TOUNTECHNIKER1,Tountechniker
TOUNTECHNIKERIN1,Tountechnikerin
TOUPEIEREN1,toupéieren
TOUPET1,Toupet
TOUR1,Tour
TOURETTE1,Tourette
TOURETTESYNDROM1,Tourette-Syndrom
TOURISMUS1,Tourismus
TOURIST1,Tourist
TOURISTENATTRAKTIOUN1,Touristenattraktioun
TOURISTENZUEL1,Touristenzuel
TOURISTESAISON1,Touristesaison
TOURISTESCH1,touristesch
TOURISTIN1,Touristin
TOURNEE1,Tournée
TOURNEVIS1,Tournevis
TOURNOI1,Tournoi
TOURNURE1,Tournure
TOUSSAINTSMILLEN1,Toussaintsmillen
TOXESCH1,toxesch
TOXOPLASMOS1,Toxoplasmos
TOXOPLASMOSE1,Toxoplasmose
TOZ1,Toz
TOZEN1,tozen
TRAATSCH1,Traatsch
TRAATSCH2,Traatsch
TRAATSCHEG1,traatscheg
TRAATSCHEN1,traatschen
TRAATSCHEN2,traatschen
TRABB1,Trabb
TRACASSEIEREN1,tracasséieren
TRACE1,Tracé
TRACH1,Trach
TRACHEOTOMIE1,Tracheotomie
TRACT1,Tract
TRADITIONELL1,traditionell
TRADITIOUN1,Traditioun
TRADITIOUNSBETRIB1,Traditiounsbetrib
TRADUCTIOUN1,Traductioun
TRAFFO1,Traffo
TRAFIC1,Trafic
TRAFICK1,Trafick
TRAFIKEIEREN1,trafikéieren
TRAGEDIE1,Tragedie
TRAGER1,Träger
TRAGESCH1,tragesch
TRAGIK1,Tragik
TRAGIKOMESCH1,tragikomesch
TRAGODIE1,Tragödie
TRAINEIEREN1,trainéieren
TRAINER1,Trainer
TRAINERIN1,Trainerin
TRAINING1,Training
TRAIP1,Träip
TRAIPEVERSCHLEPPUNG1,Träipeverschlëppung
TRAITDUNION1,Trait_d#union
TRAITE1,Traité
TRAITEIEREN1,traitéieren
TRAITEMENT1,Traitement
TRAITEUR1,Traiteur
TRAJECTOIRE1,Trajectoire
TRAJET1,Trajet
TRAKT1,Trakt
TRAKT2,Trakt
TRAKTEIEREN1,traktéieren
TRAKTER1,Trakter
TRAM1,Tram
TRAMPEL1,Trampel
TRAMPELDEIER1,Trampeldéier
TRAMPELEN1,trampelen
TRAMPEN1,trampen
TRAMPER1,Tramper
TRAMPERIN1,Tramperin
TRAMPOLIN1,Trampolin
TRAMSSCHINN1,Tramsschinn
TRANCE1,Trance
TRANCHE1,Tranche
TRANCHEIEREN1,tranchéieren
TRANSACTIOUN1,Transactioun
TRANSAKTIOUN1,Transaktioun
TRANSFEREIEREN1,transferéieren
TRANSFERT1,Transfert
TRANSFORMATIOUN1,Transformatioun
TRANSFORMEIEREN1,transforméieren
TRANSFUSIOUN1,Transfusioun
TRANSISTER1,Transister
TRANSISTERRADIO1,Transisterradio
TRANSISTOR1,Transistor
TRANSISTORRADIO1,Transistorradio
TRANSIT1,Transit
TRANSITIV1,transitiv
TRANSITVERKEIER1,Transitverkéier
TRANSKRIBEIEREN1,transkribéieren
TRANSKRIPTIOUN1,Transkriptioun
TRANSPARENT1,Transparent
TRANSPARENT2,transparent
TRANSPARENZ1,Transparenz
TRANSPLANTATIOUN1,Transplantatioun
TRANSPLANTEIEREN1,transplantéieren
TRANSPORT1,Transport
TRANSPORTABEL1,transportabel
TRANSPORTEIEREN1,transportéieren
TRANSPORTER1,Transporter
TRANSPORTEUR1,Transporteur
TRANSPORTFIRMA1,Transportfirma
TRANSPORTGESELLSCHAFT1,Transportgesellschaft
TRANSPORTMEIGLECHKEET1,Transportméiglechkeet
TRANSPORTMETTEL1,Transportmëttel
TRANSPORTMINISTER1,Transportminister
TRANSPORTMINISTERE1,Transportministère
TRANSPORTMINISTERIN1,Transportministerin
TRANSPORTMINISTESCH1,Transportministesch
TRANSPORTNETZ1,Transportnetz
TRANSPORTVERBINDUNG1,Transportverbindung
TRANSPORTWIESEN1,Transportwiesen
TRANSPOSITIOUN1,Transpositioun
TRANSVESTIT1,Transvestit
TRANTELBATTI1,Träntelbatti
TRANTELEN1,träntelen
TRANTELER1,Tränteler
TRANTELESCH1,Träntelesch
TRANTELKATTI1,Träntelkätti
TRAP1,Trap
TRAPENHAUS1,Trapenhaus
TRAPEZ1,Trapez
TRAPOF1,trapof
TRAPOP1,trapop
TRAPP1,Trapp
TRAPP3,Trapp
TRAPPCHEN1,Träppchen
TRAPPEN1,trappen
TRAPPLEK1,Träpplek
TRATSCHEN1,trätschen
TRATT1,Tratt
TRATTEN1,Tratten
TRATTERBAACH1,Trätter_Baach
TRATTERSTROOSS1,Trätter_Strooss
TRAUEN1,trauen
TRAUER1,Trauer
TRAUER2,Trauer
TRAUEREN1,traueren
TRAUERSPILL1,Trauerspill
TRAUFEL1,Traufel
TRAUMA1,Trauma
TRAUMATESCH1,traumatesch
TRAUMATISEIEREN1,traumatiséieren
TRAUREG1,traureg
TRAUREGKEET1,Trauregkeet
TRAUSCH1,Trausch
TREFFEN1,treffen
TREFFEN2,Treffen
TREFFPUNKT1,Treffpunkt
TREI1,trei
TREI2,Trei
TREIER1,Tréier
TREIN1,Tréin
TREINEGAS1,Tréinegas
TREINEN1,tréinen
TREISCHTEN1,tréischten
TREISCHTLECH1,tréischtlech
TREIZIEME1,Treizième
TRELLEN2,trëllen
TRELLERT1,Trëllert
TREMA1,Trema
TREND1,Trend
TRENDEL1,Trëndel
TRENDY1,trendy
TRENNBAR1,trennbar
TRENNEN1,trennen
TRENNSCHEIF1,Trennscheif
TRENNUNG1,Trennung
TRENTENG1,Trënteng
TREPPELEN2,trëppelen
TREPPELTOUR1,Trëppeltour
TRESOR1,Tresor
TRESORIER1,Tresorier
TRESORIERE1,Tresorière
TRETT1,Trëtt
TRETTBRIET1,Trëttbriet
TRETTOIR1,Trëttoir
TRETZ1,Trëtz
TRETZEN1,trëtzen
TRI1,Tri
TRIAGE1,Triage
TRIANGEL1,Triangel
TRIATHLET1,Triathlet
TRIATHLETIN1,Triathletin
TRIATHLON1,Triathlon
TRIBUN1,Tribün
TRIBUNAL1,Tribunal
TRICK1,Trick
TRICKFILM1,Trickfilm
TRICKSEN1,tricksen
TRICOT1,Tricot
TRIEDEN1,trieden
TRIEIEREN1,triéieren
TRIGONOMETRIE1,Trigonometrie
TRIICHTER1,Triichter
TRILLER1,Triller
TRILLERPAIF1,Trillerpäif
TRILOGIE1,Trilogie
TRIMESTER1,Trimester
TRIMMEN1,trimmen
TRINIDADANTOBAGO1,Trinidad_an_Tobago
TRINIDADER1,Trinidader
TRINIDADERIN1,Trinidaderin
TRINIDADESCH1,trinidadesch
TRIO1,Trio
TRIPPER1,Tripper
TRIPSEN1,tripsen
TRISOMIE1,Trisomie
TRIST1,trist
TRIUMPH1,Triumph
TRIUMPHAL1,triumphal
TRIUMPHEIEREN1,triumphéieren
TRIVIAL1,trivial
TRIVIALITEIT1,Trivialitéit
TRIWWELEN1,triwwelen
TRIWWELER1,Triwweler
TRIWWELESCH1,Triwwelesch
TROCKNER1,Trockner
TROISIEME1,Troisième
TROMBONE1,Trombone
TROMBONN1,Trombonn
TROMM1,Tromm
TROMMEL1,Trommel
TROMMELFELL1,Trommelfell
TROMP1,Tromp
TROMPEN1,trompen
TROMPETT1,Trompett
TROMPETTE1,Trompette
TROMPETTIST1,Trompettist
TROMPETTISTIN1,Trompettistin
TROPEN1,Tropen
TROPESCH1,tropesch
TROTER1,Troter
TROTERBATTI1,Troterbatti
TROTEREN1,troteren
TROTTINETT1,Trottinett
TROTTINETTE1,Trottinette
TROTTOIR1,Trottoir
TROTZ2,trotz
TROTZDEEM1,trotzdeem
TROTZDEM1,trotzdem
TROTZEG1,trotzeg
TROUN1,Troun
TROUNEN1,trounen
TROUNFOLGER1,Trounfolger
TROUNFOLGERIN1,Trounfolgerin
TROUNWIESSEL1,Trounwiessel
TROUSCHT1,Trouscht
TROUSCHTPRAIS1,Trouschtpräis
TROUSSE1,Trousse
TROUSSEAU1,Trousseau
TRU1,Tru
TRUDLERMILLEN1,Trudlermillen
TRUECHT1,Truecht
TRUFF1,Trüff
TRUFFE1,Truffe
TRUFFEL1,Trüffel
TRUH1,Truh
TRUPP1,Trupp
TRUPPEVERBAND1,Truppeverband
TSCHAD1,Tschad
TSCHADDER1,Tschadder
TSCHADDERIN1,Tschadderin
TSCHADDESCH1,tschaddesch
TSCHECH1,Tschech
TSCHECHESCH1,tschechesch
TSCHECHESCHREPUBLIK1,Tschechesch_Republik
TSCHECHIN1,Tschechin
TSCHIDDESCHMILLEN1,Tschiddeschmillen
TSHIRT1,T-Shirt
TSUNAMI1,Tsunami
TUB1,Tüb
TUBA1,Tuba
TUBAK1,Tubak
TUBAKSGESTANK1,Tubaksgestank
TUBERKULOS1,Tuberkulos
TUCKEN1,tucken
TUCKEREN1,tuckeren
TUDDELEN1,tuddelen
TUERM1,Tuerm
TUERMEIL1,Tuermeil
TUERMFALLEK1,Tuermfallek
TUFTELEN1,tüftelen
TULP1,Tulp
TUMEUR1,Tumeur
TUMOR1,Tumor
TUNDRAMOUERGANS1,Tundramouergäns
TUNESESCH1,tunesesch
TUNESIEN1,Tunesien
TUNESIER1,Tunesier
TUNESIERIN1,Tunesierin
TUNIQUE1,Tunique
TUNNEL1,Tunnel
TUPPEN1,tuppen
TUPPI1,Tuppi
TURBINN1,Turbinn
TURBULENT1,turbulent
TURBULENZ1,Turbulenz
TURELBAACH1,Turelbaach
TURKMEN1,Turkmen
TURKMENESCH1,turkmenesch
TURKMENIN1,Turkmenin
TURKMENISTAN1,Turkmenistan
